ID,CDS,Total,Female,Male,NativeAmericanorIndian,Asian,Pacific,Filipino,Hispanic,AfricanAmerican,White,MultipleRace,NoRace,D7,D8,D9,D10,D11,D12,Academic_Year,County,School,City,Zip,State,Latitude,Longitude
152,19101991996222,63,27,36,0,0,0,0,63,0,0,0,0,3,2,11,12,12,23,2009,Los Angeles,Tri Community PAU,Compton,90222-1529,CA,33.916938,-118.23212
153,19101991996222,39,39,0,0,0,0,0,0,39,0,0,0,1,1,17,5,9,6,2008,Los Angeles,Tri Community PAU,Compton,90222-1529,CA,33.916938,-118.23212
154,19642121995596,18,0,18,0,0,0,0,18,0,0,0,0,1,3,3,8,1,2,1993,Los Angeles,ABC Secondary (Alternative),Cerritos,90703-2301,CA,33.881547,-118.04635
155,19642870114397,774,373,401,0,0,0,0,680,69,25,0,0,6,7,229,218,164,150,2013,Los Angeles,Opportunities For Learning - Baldwin Park II,Pasadena,91107-3147,CA,34.152079,-118.07903
156,19642870114397,417,219,198,0,0,0,0,198,74,0,0,145,5,6,106,108,100,92,2016,Los Angeles,Opportunities For Learning - Baldwin Park II,Pasadena,91107-3147,CA,34.152079,-118.07903
157,19642870114397,233,233,0,0,0,0,0,233,0,0,0,0,1,1,49,72,63,47,2015,Los Angeles,Opportunities For Learning - Baldwin Park II,Pasadena,91107-3147,CA,34.152079,-118.07903
158,19642870114397,145,0,145,0,0,0,0,145,0,0,0,0,2,1,47,48,28,19,2012,Los Angeles,Opportunities For Learning - Baldwin Park II,Pasadena,91107-3147,CA,34.152079,-118.07903
159,19642870114397,148,148,0,0,0,0,0,148,0,0,0,0,2,1,53,48,19,25,2011,Los Angeles,Opportunities For Learning - Baldwin Park II,Pasadena,91107-3147,CA,34.152079,-118.07903
160,19642871996479,743,344,399,0,0,0,0,557,104,82,0,0,6,7,251,231,148,100,2005,Los Angeles,Opportunities for Learning - Baldwin Park,Irwindale,91706-3670,CA,34.079021,-117.99434
161,19642871996479,1018,646,372,0,0,0,0,778,132,108,0,0,7,8,357,319,177,150,2006,Los Angeles,Opportunities for Learning - Baldwin Park,Irwindale,91706-3670,CA,34.079021,-117.99434
162,19642871996479,145,0,145,0,0,0,0,145,0,0,0,0,1,3,48,56,25,12,2010,Los Angeles,Opportunities for Learning - Baldwin Park,Irwindale,91706-3670,CA,34.079021,-117.99434
163,19642871996479,86,86,0,0,0,0,0,86,0,0,0,0,1,1,23,25,24,12,2011,Los Angeles,Opportunities for Learning - Baldwin Park,Irwindale,91706-3670,CA,34.079021,-117.99434
164,19643031930775,12,12,0,0,0,0,0,12,0,0,0,0,1,2,1,2,2,4,2010,Los Angeles,Bellflower High,Bellflower,90706-4101,CA,33.894402,-118.1131
165,19643031930775,37,22,15,0,0,0,0,37,0,0,0,0,2,5,4,7,8,11,2011,Los Angeles,Bellflower High,Bellflower,90706-4101,CA,33.894402,-118.1131
166,19643031930775,10,10,0,0,0,0,0,10,0,0,0,0,1,2,1,2,3,1,1995,Los Angeles,Bellflower High,Bellflower,90706-4101,CA,33.894402,-118.1131
167,19643031930775,44,25,19,0,0,0,0,44,0,0,0,0,15,5,4,3,3,14,2006,Los Angeles,Bellflower High,Bellflower,90706-4101,CA,33.894402,-118.1131
168,19643031930775,15,15,0,0,0,0,0,15,0,0,0,0,1,2,4,4,1,3,1997,Los Angeles,Bellflower High,Bellflower,90706-4101,CA,33.894402,-118.1131
169,19643031930775,18,18,0,0,0,0,0,18,0,0,0,0,3,1,3,3,5,3,2012,Los Angeles,Bellflower High,Bellflower,90706-4101,CA,33.894402,-118.1131
170,19643031930775,8,8,0,0,0,0,0,8,0,0,0,0,1,2,1,2,1,1,2014,Los Angeles,Bellflower High,Bellflower,90706-4101,CA,33.894402,-118.1131
171,19643031935618,16,0,16,0,0,0,0,16,0,0,0,0,1,1,3,3,3,5,2014,Los Angeles,Mayfair High,Lakewood,90713-1124,CA,33.86367,-118.11714
172,19643290000001,11,0,11,0,0,0,0,11,0,0,0,0,1,1,1,2,3,3,2009,NA,NA,NA,NA,NA,NaN,NaN
173,19643371996099,131,0,131,0,0,0,0,131,0,0,0,0,1,1,39,43,36,11,2008,Los Angeles,Options for Youth-Burbank Charter,Burbank,91506-1311,CA,34.18182,-118.32893
174,19643371996099,689,337,352,0,0,0,0,499,0,171,19,0,13,21,241,201,136,77,2002,Los Angeles,Options for Youth-Burbank Charter,Burbank,91506-1311,CA,34.18182,-118.32893
175,19643371996099,322,235,87,0,0,0,0,235,0,87,0,0,5,10,66,114,64,63,2006,Los Angeles,Options for Youth-Burbank Charter,Burbank,91506-1311,CA,34.18182,-118.32893
176,19643371996099,104,104,0,0,0,0,0,104,0,0,0,0,1,1,41,28,20,13,2009,Los Angeles,Options for Youth-Burbank Charter,Burbank,91506-1311,CA,34.18182,-118.32893
177,19643371996099,358,191,167,0,0,0,0,358,0,0,0,0,8,9,94,88,93,66,2005,Los Angeles,Options for Youth-Burbank Charter,Burbank,91506-1311,CA,34.18182,-118.32893
178,19643371996099,531,258,273,0,0,0,0,381,0,150,0,0,8,15,98,184,133,93,2004,Los Angeles,Options for Youth-Burbank Charter,Burbank,91506-1311,CA,34.18182,-118.32893
179,19643371996099,236,189,47,0,0,0,0,189,0,47,0,0,2,5,49,77,58,45,2007,Los Angeles,Options for Youth-Burbank Charter,Burbank,91506-1311,CA,34.18182,-118.32893
180,19643371996099,842,372,470,0,0,0,0,555,30,240,17,0,22,33,236,215,200,136,2003,Los Angeles,Options for Youth-Burbank Charter,Burbank,91506-1311,CA,34.18182,-118.32893
181,19643371996099,53,53,0,0,0,0,0,53,0,0,0,0,1,1,8,14,11,18,2012,Los Angeles,Options for Youth-Burbank Charter,Burbank,91506-1311,CA,34.18182,-118.32893
182,19643521933951,46,0,46,0,0,0,0,46,0,0,0,0,1,1,3,9,18,14,2009,Los Angeles,Hawthorne High,Hawthorne,90250-4204,CA,33.916456,-118.3629
183,19645686099022,25,8,17,0,0,0,0,0,0,25,0,0,3,2,8,3,2,7,2008,Los Angeles,College View,Glendale,91207-1246,CA,34.164915,-118.23006
184,19645841996305,16,0,16,0,0,0,0,0,0,16,0,0,1,2,4,1,6,2,2009,Los Angeles,Gorman Learning Center,Redlands,92374-2821,CA,34.06781,-117.217
185,19645841996305,7,0,7,0,0,0,0,7,0,0,0,0,1,1,1,2,1,1,2007,Los Angeles,Gorman Learning Center,Redlands,92374-2821,CA,34.06781,-117.217
186,19645841996305,16,16,0,0,0,0,0,0,0,16,0,0,1,2,1,1,4,7,2010,Los Angeles,Gorman Learning Center,Redlands,92374-2821,CA,34.06781,-117.217
187,19645841996305,22,10,12,0,0,0,0,12,0,10,0,0,3,3,2,2,6,6,2012,Los Angeles,Gorman Learning Center,Redlands,92374-2821,CA,34.06781,-117.217
188,19645841996305,17,0,17,0,0,0,0,0,0,17,0,0,2,1,3,5,2,4,2008,Los Angeles,Gorman Learning Center,Redlands,92374-2821,CA,34.06781,-117.217
189,19645841996305,30,20,10,0,0,0,0,10,0,20,0,0,4,2,3,6,5,10,2011,Los Angeles,Gorman Learning Center,Redlands,92374-2821,CA,34.06781,-117.217
190,19645841996305,72,51,21,0,0,0,0,11,38,23,0,0,8,11,13,12,10,18,2006,Los Angeles,Gorman Learning Center,Redlands,92374-2821,CA,34.06781,-117.217
191,19646000120550,33,33,0,0,0,0,0,33,0,0,0,0,2,1,11,8,8,3,2009,Los Angeles,Options for Youth-Hermosa Beach Inc.,Van Nuys,91405,CA,34.191519,-118.44824
192,19647250000001,35,0,35,0,0,0,0,22,13,0,0,0,8,5,2,6,6,8,2005,NA,NA,NA,NA,NA,NaN,NaN
193,19647251930411,14,0,14,0,0,0,0,14,0,0,0,0,1,1,1,4,2,5,1994,Los Angeles,Avalon K-12,Santa Catalina,90704-0557,CA,33.33884,-118.33255
194,19647251937176,71,34,37,0,0,0,0,53,18,0,0,0,4,10,6,9,29,13,1993,Los Angeles,Reid High,Long Beach,90810-3400,CA,33.797123,-118.22045
195,19647251937176,30,0,30,0,0,0,0,0,30,0,0,0,1,3,14,2,3,7,2004,Los Angeles,Reid High,Long Beach,90810-3400,CA,33.797123,-118.22045
196,19647251937176,60,38,22,0,0,0,0,38,22,0,0,0,3,6,5,10,19,17,1991,Los Angeles,Reid High,Long Beach,90810-3400,CA,33.797123,-118.22045
197,19647251937176,168,107,61,0,0,0,0,96,72,0,0,0,5,17,23,40,50,33,1994,Los Angeles,Reid High,Long Beach,90810-3400,CA,33.797123,-118.22045
198,19647251939875,58,0,58,0,0,0,0,58,0,0,0,0,1,5,7,11,14,20,2006,Los Angeles,Wilson High,Long Beach,90804-4310,CA,33.778903,-118.14152
199,19647251995570,81,0,81,0,0,0,0,81,0,0,0,0,1,1,5,24,27,23,2006,Los Angeles,Educational Partnership High,Long Beach,90813-1770,CA,33.788846,-118.19499
200,19647251995935,110,0,110,0,0,0,0,110,0,0,0,0,2,9,23,14,25,37,2006,Los Angeles,Cabrillo High,Long Beach,90810-4068,CA,33.793514,-118.21559
201,19647330000001,29,0,29,0,0,0,0,0,0,17,0,12,2,2,7,5,8,5,2010,NA,NA,NA,NA,NA,NaN,NaN
202,19647330000001,120,0,120,0,0,0,0,48,44,28,0,0,6,10,25,32,20,27,2006,NA,NA,NA,NA,NA,NaN,NaN
203,19647330000001,63,0,63,0,0,0,0,35,28,0,0,0,9,7,19,10,9,9,2008,NA,NA,NA,NA,NA,NaN,NaN
204,19647330000001,38,0,38,0,0,0,0,38,0,0,0,0,1,2,4,6,7,18,2015,NA,NA,NA,NA,NA,NaN,NaN
205,19647330000001,120,0,120,0,0,0,0,0,0,0,0,120,4,8,18,37,35,18,2011,NA,NA,NA,NA,NA,NaN,NaN
206,19647330000001,19,19,0,0,0,0,0,0,0,19,0,0,1,4,1,1,6,6,2009,NA,NA,NA,NA,NA,NaN,NaN
207,19647330101329,14,14,0,0,0,0,0,14,0,0,0,0,1,1,7,2,1,2,2003,Los Angeles,William J. Johnston Community Day,San Pedro,90731-1162,CA,33.765139,-118.29943
208,19647330101329,48,0,48,0,0,0,0,48,0,0,0,0,2,3,23,10,7,3,2002,Los Angeles,William J. Johnston Community Day,San Pedro,90731-1162,CA,33.765139,-118.29943
209,19647330102137,55,0,55,0,0,0,0,55,0,0,0,0,1,2,14,17,14,7,2004,Los Angeles,Aggeler Community Day,Chatsworth,91311-4903,CA,34.242728,-118.5927
210,19647330102137,39,0,39,0,0,0,0,39,0,0,0,0,1,2,14,11,9,2,2005,Los Angeles,Aggeler Community Day,Chatsworth,91311-4903,CA,34.242728,-118.5927
211,19647330102137,26,0,26,0,0,0,0,26,0,0,0,0,1,1,5,10,6,3,2002,Los Angeles,Aggeler Community Day,Chatsworth,91311-4903,CA,34.242728,-118.5927
212,19647330102137,23,0,23,0,0,0,0,23,0,0,0,0,1,2,7,6,4,3,2008,Los Angeles,Aggeler Community Day,Chatsworth,91311-4903,CA,34.242728,-118.5927
213,19647330102137,15,0,15,0,0,0,0,15,0,0,0,0,1,1,2,5,5,1,2010,Los Angeles,Aggeler Community Day,Chatsworth,91311-4903,CA,34.242728,-118.5927
214,19647330102541,73,38,35,0,0,0,0,73,0,0,0,0,15,14,21,14,4,5,2011,Los Angeles,New Designs Charter,Los Angeles,90007-2504,CA,34.030857,-118.27494
215,19647330107011,9,9,0,0,0,0,0,9,0,0,0,0,1,1,2,1,3,1,2008,Los Angeles,International Studies Learning Center at Legacy High School Complex,South Gate,90280-5332,CA,33.941328,-118.17894
216,19647330109454,87,0,87,0,0,0,0,87,0,0,0,0,1,3,28,21,27,7,2009,Los Angeles,South East High,South Gate,90280-5539,CA,33.946064,-118.2233
217,19647330119693,15,0,15,0,0,0,0,15,0,0,0,0,1,1,4,3,3,3,2012,Los Angeles,UCLA Community K-12,Los Angeles,90005-2001,CA,34.059688,-118.29864
218,19647331930064,24,0,24,0,0,0,0,0,0,24,0,0,3,3,8,8,1,1,1993,Los Angeles,William Tell Aggeler Opportunity High,Chatsworth,91311-4903,CA,34.242728,-118.5927
219,19647331930064,59,0,59,0,0,0,0,34,0,25,0,0,2,10,9,19,17,2,1995,Los Angeles,William Tell Aggeler Opportunity High,Chatsworth,91311-4903,CA,34.242728,-118.5927
220,19647331930064,41,0,41,0,0,0,0,41,0,0,0,0,3,5,21,6,1,5,1999,Los Angeles,William Tell Aggeler Opportunity High,Chatsworth,91311-4903,CA,34.242728,-118.5927
221,19647331930387,171,0,171,0,0,0,0,171,0,0,0,0,1,1,50,61,56,2,2002,Los Angeles,Central High,Los Angeles,90021-2114,CA,34.031856,-118.25387
222,19647331930619,145,145,0,0,0,0,0,145,0,0,0,0,1,1,61,44,27,11,2003,Los Angeles,Harold McAlister High (Opportunity),Los Angeles,90057-3301,CA,34.061026,-118.27993
223,19647331930619,230,230,0,0,0,0,0,230,0,0,0,0,1,4,64,62,58,41,1999,Los Angeles,Harold McAlister High (Opportunity),Los Angeles,90057-3301,CA,34.061026,-118.27993
224,19647331930619,94,94,0,0,0,0,0,94,0,0,0,0,1,4,38,24,22,5,2006,Los Angeles,Harold McAlister High (Opportunity),Los Angeles,90057-3301,CA,34.061026,-118.27993
225,19647331930619,195,195,0,0,0,0,0,195,0,0,0,0,2,5,79,55,39,15,2001,Los Angeles,Harold McAlister High (Opportunity),Los Angeles,90057-3301,CA,34.061026,-118.27993
226,19647331930619,255,255,0,0,0,0,0,255,0,0,0,0,8,28,83,74,30,32,1998,Los Angeles,Harold McAlister High (Opportunity),Los Angeles,90057-3301,CA,34.061026,-118.27993
227,19647331930619,103,103,0,0,0,0,0,103,0,0,0,0,2,3,40,27,14,17,2000,Los Angeles,Harold McAlister High (Opportunity),Los Angeles,90057-3301,CA,34.061026,-118.27993
228,19647331930692,104,104,0,0,0,0,0,104,0,0,0,0,1,4,35,31,18,15,2001,Los Angeles,Thomas Riley High,Los Angeles,90002-3307,CA,33.943214,-118.24771
229,19647331930692,74,74,0,0,0,0,0,74,0,0,0,0,2,3,39,15,11,4,1999,Los Angeles,Thomas Riley High,Los Angeles,90002-3307,CA,33.943214,-118.24771
230,19647331930866,68,68,0,0,0,0,0,68,0,0,0,0,1,1,11,5,38,12,2010,Los Angeles,Bell Senior High,Bell,90201-2528,CA,33.974658,-118.19031
231,19647331931070,9,0,9,0,0,0,0,0,9,0,0,0,2,2,2,1,1,1,1992,Los Angeles,Mid-City's Prescott School of Enriched Sciences,Los Angeles,90018-1828,CA,34.032578,-118.31877
232,19647331931864,46,46,0,0,0,0,0,46,0,0,0,0,1,1,17,6,8,13,2009,Los Angeles,Grover Cleveland Charter High,Reseda,91335-1136,CA,34.218186,-118.5491
233,19647331932391,25,0,25,0,0,0,0,0,25,0,0,0,2,1,13,7,1,1,1997,Los Angeles,West Hollywood Opportunity,West Hollywood,90046-6151,CA,34.090001,-118.36183
234,19647331932391,29,0,29,0,0,0,0,0,29,0,0,0,1,2,11,7,6,2,2000,Los Angeles,West Hollywood Opportunity,West Hollywood,90046-6151,CA,34.090001,-118.36183
235,19647331932391,26,0,26,0,0,0,0,0,26,0,0,0,1,4,8,5,5,3,1996,Los Angeles,West Hollywood Opportunity,West Hollywood,90046-6151,CA,34.090001,-118.36183
236,19647331932391,48,0,48,0,0,0,0,29,19,0,0,0,2,5,19,8,8,6,1999,Los Angeles,West Hollywood Opportunity,West Hollywood,90046-6151,CA,34.090001,-118.36183
237,19647331932391,21,0,21,0,0,0,0,0,21,0,0,0,1,2,11,5,1,1,1998,Los Angeles,West Hollywood Opportunity,West Hollywood,90046-6151,CA,34.090001,-118.36183
238,19647331932391,26,0,26,0,0,0,0,26,0,0,0,0,2,1,6,6,4,7,2003,Los Angeles,West Hollywood Opportunity,West Hollywood,90046-6151,CA,34.090001,-118.36183
239,19647331932540,44,44,0,0,0,0,0,44,0,0,0,0,3,2,15,11,9,4,1996,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
240,19647331932540,99,45,54,0,0,0,0,99,0,0,0,0,6,7,32,26,23,5,2000,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
241,19647331932540,22,0,22,0,0,0,0,22,0,0,0,0,1,4,4,2,2,9,2014,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
242,19647331932540,158,81,77,0,0,0,0,142,0,16,0,0,6,7,29,54,45,17,1991,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
243,19647331932540,133,58,75,0,0,0,0,116,0,17,0,0,8,8,23,41,41,12,1994,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
244,19647331932540,40,40,0,0,0,0,0,40,0,0,0,0,1,2,17,7,9,4,2001,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
245,19647331932540,39,0,39,0,0,0,0,39,0,0,0,0,1,2,6,10,9,11,1997,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
246,19647331932540,65,28,37,0,0,0,0,65,0,0,0,0,2,3,22,20,16,2,1998,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
247,19647331932540,17,17,0,0,0,0,0,17,0,0,0,0,1,2,3,2,5,4,2009,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
248,19647331932540,34,0,34,0,0,0,0,34,0,0,0,0,2,1,7,7,7,10,2008,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
249,19647331932540,28,28,0,0,0,0,0,28,0,0,0,0,2,1,9,6,6,4,1999,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
250,19647331932540,24,0,24,0,0,0,0,24,0,0,0,0,2,4,3,3,7,5,2012,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
251,19647331932540,69,0,69,0,0,0,0,69,0,0,0,0,3,3,11,21,23,8,1995,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
252,19647331932540,165,62,103,0,16,0,10,139,0,0,0,0,6,22,20,62,42,13,1992,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
253,19647331932540,100,46,54,0,0,0,0,100,0,0,0,0,2,4,26,24,23,21,2002,Los Angeles,Eagle Rock High,Los Angeles,90041-2815,CA,34.133337,-118.20603
254,19647331932847,10,10,0,0,0,0,0,0,10,0,0,0,2,1,1,2,3,1,1995,Los Angeles,Los Angeles Center for Enriched Studies,Los Angeles,90035-4656,CA,34.04355,-118.37129
255,19647331933241,49,0,49,0,0,0,0,0,49,0,0,0,1,2,12,15,12,7,2009,Los Angeles,Gardena Senior High,Gardena,90248-3322,CA,33.866372,-118.29633
256,19647331933282,37,0,37,0,0,0,0,37,0,0,0,0,1,2,21,10,2,1,1999,Los Angeles,Johnson (Dorothy V.) Opportunity High,Los Angeles,90011-3122,CA,NaN,NaN
257,19647331933282,39,39,0,0,0,0,0,0,39,0,0,0,1,4,14,12,6,2,1993,Los Angeles,Johnson (Dorothy V.) Opportunity High,Los Angeles,90011-3122,CA,NaN,NaN
258,19647331933282,17,17,0,0,0,0,0,17,0,0,0,0,1,1,7,6,1,1,1995,Los Angeles,Johnson (Dorothy V.) Opportunity High,Los Angeles,90011-3122,CA,NaN,NaN
259,19647331933282,52,0,52,0,0,0,0,29,23,0,0,0,2,7,18,17,5,3,1997,Los Angeles,Johnson (Dorothy V.) Opportunity High,Los Angeles,90011-3122,CA,NaN,NaN
260,19647331933282,29,0,29,0,0,0,0,29,0,0,0,0,1,4,15,3,5,1,1996,Los Angeles,Johnson (Dorothy V.) Opportunity High,Los Angeles,90011-3122,CA,NaN,NaN
261,19647331933282,91,23,68,0,0,0,0,68,23,0,0,0,2,6,44,27,5,7,2002,Los Angeles,Johnson (Dorothy V.) Opportunity High,Los Angeles,90011-3122,CA,NaN,NaN
262,19647331933282,103,48,55,0,0,0,0,0,103,0,0,0,3,6,42,32,15,5,1994,Los Angeles,Johnson (Dorothy V.) Opportunity High,Los Angeles,90011-3122,CA,NaN,NaN
263,19647331933282,95,0,95,0,0,0,0,52,43,0,0,0,9,11,41,23,6,5,2001,Los Angeles,Johnson (Dorothy V.) Opportunity High,Los Angeles,90011-3122,CA,NaN,NaN
264,19647331937085,46,46,0,0,0,0,0,46,0,0,0,0,1,3,25,8,8,1,2001,Los Angeles,Ramona Opportunity High,Los Angeles,90063-2412,CA,34.038969,-118.19137
265,19647331937085,40,40,0,0,0,0,0,40,0,0,0,0,1,1,9,14,9,6,2011,Los Angeles,Ramona Opportunity High,Los Angeles,90063-2412,CA,34.038969,-118.19137
266,19647331937085,34,34,0,0,0,0,0,34,0,0,0,0,1,4,13,12,3,1,1996,Los Angeles,Ramona Opportunity High,Los Angeles,90063-2412,CA,34.038969,-118.19137
267,19647331937085,48,48,0,0,0,0,0,48,0,0,0,0,2,5,28,9,3,1,2003,Los Angeles,Ramona Opportunity High,Los Angeles,90063-2412,CA,34.038969,-118.19137
268,19647331937085,37,37,0,0,0,0,0,37,0,0,0,0,2,5,14,9,3,4,2000,Los Angeles,Ramona Opportunity High,Los Angeles,90063-2412,CA,34.038969,-118.19137
269,19647331939784,13,13,0,0,0,0,0,13,0,0,0,0,1,1,4,1,2,4,2005,Los Angeles,Joseph Pomeroy Widney Career Preparatory and Transition Center,Los Angeles,90018-1323,CA,34.035908,-118.31326
270,19647331995489,953,0,953,0,0,0,0,953,0,0,0,0,1,2,237,361,269,83,2010,Los Angeles,Los Angeles Unified Alternative Education,Los Angeles,90017-5108,CA,34.056109,-118.25698
271,19647331996073,94,0,94,0,0,0,0,72,22,0,0,0,9,22,35,13,8,7,2003,Los Angeles,Tri-C Community Day,Los Angeles,90021-2114,CA,34.031856,-118.25387
272,19647331996073,168,49,119,0,0,0,0,139,29,0,0,0,16,45,50,25,15,17,2004,Los Angeles,Tri-C Community Day,Los Angeles,90021-2114,CA,34.031856,-118.25387
273,19647331996073,38,0,38,0,0,0,0,38,0,0,0,0,1,8,15,8,4,2,2000,Los Angeles,Tri-C Community Day,Los Angeles,90021-2114,CA,34.031856,-118.25387
274,19647331996073,14,14,0,0,0,0,0,14,0,0,0,0,2,5,2,3,1,1,1998,Los Angeles,Tri-C Community Day,Los Angeles,90021-2114,CA,34.031856,-118.25387
275,19647331996115,449,281,168,0,0,0,0,232,102,115,0,0,29,49,73,110,113,75,2000,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
276,19647331996115,374,204,170,0,0,0,0,302,36,36,0,0,8,9,92,102,75,88,2011,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
277,19647331996115,523,333,190,0,0,0,0,412,74,37,0,0,5,9,125,124,132,128,2008,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
278,19647331996115,1573,921,652,0,28,0,35,906,330,274,0,0,38,98,392,464,366,215,2003,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
279,19647331996115,154,0,154,0,0,0,0,154,0,0,0,0,1,3,48,44,39,19,2010,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
280,19647331996115,764,478,286,0,0,0,0,486,166,112,0,0,14,13,105,166,179,287,2005,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
281,19647331996115,251,223,28,0,0,0,0,185,38,28,0,0,4,4,38,68,81,56,2014,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
282,19647331996115,165,69,96,0,0,0,0,96,69,0,0,0,3,4,42,30,36,50,2006,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
283,19647331996115,589,289,300,0,0,0,0,503,73,0,0,13,7,24,159,161,156,82,2009,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
284,19647331996115,430,279,151,0,0,0,0,309,54,67,0,0,13,20,111,110,108,68,1998,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
285,19647331996115,624,287,337,0,0,0,0,580,44,0,0,0,6,8,163,191,163,93,2012,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
286,19647331996115,165,136,29,0,0,0,0,136,0,29,0,0,4,2,25,30,48,56,2016,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
287,19647331996115,576,328,248,0,0,0,0,395,134,47,0,0,14,18,121,144,192,87,2004,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
288,19647331996115,161,0,161,0,0,0,0,161,0,0,0,0,1,4,40,47,47,22,2013,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
289,19647331996115,47,0,47,0,0,0,0,0,47,0,0,0,2,1,8,13,13,10,2007,Los Angeles,City of Angels,Los Angeles,90063-2423,CA,34.03386,-118.18582
290,19647331996651,105,30,75,0,0,0,0,65,40,0,0,0,7,10,18,25,27,18,2008,Los Angeles,CDS Secondary,Los Angeles,90021-1625,CA,34.033946,-118.2344
291,19647331996651,85,23,62,0,0,0,0,85,0,0,0,0,2,6,21,17,14,25,2010,Los Angeles,CDS Secondary,Los Angeles,90021-1625,CA,34.033946,-118.2344
292,19647331996651,54,0,54,0,0,0,0,54,0,0,0,0,4,2,14,11,12,11,2005,Los Angeles,CDS Secondary,Los Angeles,90021-1625,CA,34.033946,-118.2344
293,19647331996651,55,0,55,0,0,0,0,55,0,0,0,0,2,4,8,19,16,6,2012,Los Angeles,CDS Secondary,Los Angeles,90021-1625,CA,34.033946,-118.2344
294,19647331996651,87,0,87,0,0,0,0,62,25,0,0,0,4,5,17,27,17,17,2006,Los Angeles,CDS Secondary,Los Angeles,90021-1625,CA,34.033946,-118.2344
295,19647331996651,47,0,47,0,0,0,0,47,0,0,0,0,3,6,9,13,10,6,2009,Los Angeles,CDS Secondary,Los Angeles,90021-1625,CA,34.033946,-118.2344
296,19647336016885,59,25,34,0,0,0,0,59,0,0,0,0,6,6,9,6,6,26,2002,Los Angeles,Elizabeth Learning Center,Cudahy,90201-5205,CA,33.962874,-118.18249
297,19647336016885,63,63,0,0,0,0,0,63,0,0,0,0,46,4,1,1,2,9,2008,Los Angeles,Elizabeth Learning Center,Cudahy,90201-5205,CA,33.962874,-118.18249
298,19647336016885,10,10,0,0,0,0,0,10,0,0,0,0,1,4,2,1,1,1,2001,Los Angeles,Elizabeth Learning Center,Cudahy,90201-5205,CA,33.962874,-118.18249
299,19647336016885,23,0,23,0,0,0,0,23,0,0,0,0,2,3,1,5,7,5,1999,Los Angeles,Elizabeth Learning Center,Cudahy,90201-5205,CA,33.962874,-118.18249
300,19647336016885,24,0,24,0,0,0,0,24,0,0,0,0,3,4,1,1,8,7,2000,Los Angeles,Elizabeth Learning Center,Cudahy,90201-5205,CA,33.962874,-118.18249
301,19647336058002,8,8,0,0,0,0,0,8,0,0,0,0,2,1,1,2,1,1,2015,Los Angeles,Robert Fulton College Preparatory,Van Nuys,91405-1722,CA,34.206434,-118.45752
302,19647336058002,38,20,18,0,0,0,0,38,0,0,0,0,3,9,14,5,4,3,2012,Los Angeles,Robert Fulton College Preparatory,Van Nuys,91405-1722,CA,34.206434,-118.45752
303,19647336058002,16,0,16,0,0,0,0,16,0,0,0,0,1,4,1,1,4,5,2010,Los Angeles,Robert Fulton College Preparatory,Van Nuys,91405-1722,CA,34.206434,-118.45752
304,19647336058002,18,18,0,0,0,0,0,18,0,0,0,0,9,2,1,4,1,1,2008,Los Angeles,Robert Fulton College Preparatory,Van Nuys,91405-1722,CA,34.206434,-118.45752
