ID,CDS,Total,Female,Male,NativeAmericanorIndian,Asian,Pacific,Filipino,Hispanic,AfricanAmerican,White,MultipleRace,NoRace,D7,D8,D9,D10,D11,D12,Academic_Year,County,School,City,Zip,State,Latitude,Longitude
305,19647336061451,36,36,0,0,0,0,0,36,0,0,0,0,7,12,7,2,1,7,2003,Los Angeles,Foshay Learning Center,Los Angeles,90018-4546,CA,34.018928,-118.30624
306,19647336061451,126,86,40,0,0,0,0,103,23,0,0,0,38,40,15,10,12,11,2002,Los Angeles,Foshay Learning Center,Los Angeles,90018-4546,CA,34.018928,-118.30624
307,19647336069157,90,33,57,0,0,0,0,79,11,0,0,0,17,12,15,18,14,14,2011,Los Angeles,Berenece Carlson Home Hospital,North Hollywood,91602-3235,CA,34.148005,-118.36884
308,19647336069157,31,13,18,0,0,0,0,31,0,0,0,0,2,3,7,3,9,7,2012,Los Angeles,Berenece Carlson Home Hospital,North Hollywood,91602-3235,CA,34.148005,-118.36884
309,19647336069157,106,46,60,0,0,0,0,90,0,16,0,0,11,13,21,23,15,23,2010,Los Angeles,Berenece Carlson Home Hospital,North Hollywood,91602-3235,CA,34.148005,-118.36884
310,19647336069157,39,14,25,0,0,0,0,25,0,0,0,14,5,2,14,6,6,6,2009,Los Angeles,Berenece Carlson Home Hospital,North Hollywood,91602-3235,CA,34.148005,-118.36884
311,19647336069157,50,25,25,0,0,0,0,40,0,10,0,0,6,4,10,11,10,9,2007,Los Angeles,Berenece Carlson Home Hospital,North Hollywood,91602-3235,CA,34.148005,-118.36884
312,19647336069157,54,0,54,0,0,0,0,0,0,0,54,0,4,8,9,13,11,9,2006,Los Angeles,Berenece Carlson Home Hospital,North Hollywood,91602-3235,CA,34.148005,-118.36884
313,19647336069157,99,31,68,0,0,0,0,66,11,22,0,0,18,9,17,23,9,23,2008,Los Angeles,Berenece Carlson Home Hospital,North Hollywood,91602-3235,CA,34.148005,-118.36884
314,19647740118562,206,128,78,0,0,0,0,106,0,80,0,20,11,19,18,39,45,74,2010,Los Angeles,Kaplan Academy of Southern California,El Segundo,90245,CA,33.903324,-118.38646
315,19647740118562,218,111,107,0,0,0,0,57,26,108,0,27,9,18,41,50,48,52,2009,Los Angeles,Kaplan Academy of Southern California,El Segundo,90245,CA,33.903324,-118.38646
316,19647741935428,75,0,75,0,0,0,0,75,0,0,0,0,6,3,30,25,10,1,1996,Los Angeles,Vista High,Lynwood,90262-3126,CA,33.921461,-118.18054
317,19648570112714,48,48,0,0,0,0,0,0,30,18,0,0,3,2,2,4,6,31,2012,Los Angeles,Antelope Valley Learning Academy,Palmdale,93550-4421,CA,34.55859,-118.04359
318,19648811931062,12,0,12,0,0,0,0,12,0,0,0,0,2,1,2,2,3,2,2012,Los Angeles,Blair High,Pasadena,91106-4265,CA,34.125528,-118.14582
319,19648811931062,17,0,17,0,0,0,0,17,0,0,0,0,1,3,2,3,3,5,2008,Los Angeles,Blair High,Pasadena,91106-4265,CA,34.125528,-118.14582
320,19648811931062,18,0,18,0,0,0,0,0,18,0,0,0,2,2,3,3,3,5,2006,Los Angeles,Blair High,Pasadena,91106-4265,CA,34.125528,-118.14582
321,19648811931674,16,16,0,0,0,0,0,16,0,0,0,0,3,3,2,3,3,2,1993,Los Angeles,Marshall Fundamental,Pasadena,91104-4025,CA,34.16257,-118.11303
322,19649071937028,36,0,36,0,0,0,0,36,0,0,0,0,1,3,5,7,10,10,2010,Los Angeles,Pomona High,Pomona,91767-2443,CA,34.084323,-117.74145
323,19649071995547,209,100,109,0,0,0,0,197,12,0,0,0,5,8,82,57,33,24,1997,Los Angeles,Pomona Alternative,Pomona,91767-5851,CA,34.061138,-117.72011
324,19649071995547,68,0,68,0,0,0,0,68,0,0,0,0,1,5,29,17,13,3,1999,Los Angeles,Pomona Alternative,Pomona,91767-5851,CA,34.061138,-117.72011
325,19649071995547,115,61,54,0,0,0,0,115,0,0,0,0,2,5,21,45,35,7,2003,Los Angeles,Pomona Alternative,Pomona,91767-5851,CA,34.061138,-117.72011
326,19649071995547,48,0,48,0,0,0,0,48,0,0,0,0,3,3,12,18,6,6,2006,Los Angeles,Pomona Alternative,Pomona,91767-5851,CA,34.061138,-117.72011
327,19649071995547,107,0,107,0,0,0,0,107,0,0,0,0,1,1,47,36,9,13,1996,Los Angeles,Pomona Alternative,Pomona,91767-5851,CA,34.061138,-117.72011
328,19649071995547,88,0,88,0,0,0,0,88,0,0,0,0,3,2,22,24,26,11,2002,Los Angeles,Pomona Alternative,Pomona,91767-5851,CA,34.061138,-117.72011
329,19649071995547,60,0,60,0,0,0,0,60,0,0,0,0,1,5,16,19,10,9,1998,Los Angeles,Pomona Alternative,Pomona,91767-5851,CA,34.061138,-117.72011
330,19649071995547,13,13,0,0,0,0,0,13,0,0,0,0,3,1,2,4,1,2,2008,Los Angeles,Pomona Alternative,Pomona,91767-5851,CA,34.061138,-117.72011
331,19649071995547,79,79,0,0,0,0,0,79,0,0,0,0,2,2,20,18,16,21,2001,Los Angeles,Pomona Alternative,Pomona,91767-5851,CA,34.061138,-117.72011
332,19649071995547,20,0,20,0,0,0,0,20,0,0,0,0,1,1,8,5,3,2,1991,Los Angeles,Pomona Alternative,Pomona,91767-5851,CA,34.061138,-117.72011
333,19649071995547,88,0,88,0,0,0,0,88,0,0,0,0,1,3,21,22,27,14,2000,Los Angeles,Pomona Alternative,Pomona,91767-5851,CA,34.061138,-117.72011
334,19650940112706,123,58,65,0,0,0,0,37,35,51,0,0,18,19,26,23,21,16,2011,Los Angeles,California Virtual Academy @ Los Angeles,Simi Valley,93065-1659,CA,34.275868,-118.79798
335,19650940112706,72,34,38,0,0,0,0,11,0,61,0,0,5,9,10,15,17,16,2014,Los Angeles,California Virtual Academy @ Los Angeles,Simi Valley,93065-1659,CA,34.275868,-118.79798
336,19650940112706,541,260,281,0,0,0,0,86,84,290,0,81,74,101,110,105,87,64,2008,Los Angeles,California Virtual Academy @ Los Angeles,Simi Valley,93065-1659,CA,34.275868,-118.79798
337,19650940112706,62,32,30,0,0,0,0,28,0,34,0,0,6,14,9,9,10,14,2012,Los Angeles,California Virtual Academy @ Los Angeles,Simi Valley,93065-1659,CA,34.275868,-118.79798
338,19650940112706,59,40,19,0,0,0,0,21,0,38,0,0,8,10,9,5,11,16,2016,Los Angeles,California Virtual Academy @ Los Angeles,Simi Valley,93065-1659,CA,34.275868,-118.79798
339,19650940112706,75,39,36,0,0,0,0,30,0,45,0,0,12,9,12,13,19,10,2013,Los Angeles,California Virtual Academy @ Los Angeles,Simi Valley,93065-1659,CA,34.275868,-118.79798
340,19650940112706,78,29,49,0,0,0,0,0,0,78,0,0,16,21,8,6,18,9,2009,Los Angeles,California Virtual Academy @ Los Angeles,Simi Valley,93065-1659,CA,34.275868,-118.79798
341,19650940112706,81,35,46,0,0,0,0,47,13,21,0,0,6,8,15,20,16,16,2015,Los Angeles,California Virtual Academy @ Los Angeles,Simi Valley,93065-1659,CA,34.275868,-118.79798
342,19650940112706,71,51,20,0,0,0,0,20,0,51,0,0,23,22,7,12,5,2,2007,Los Angeles,California Virtual Academy @ Los Angeles,Simi Valley,93065-1659,CA,34.275868,-118.79798
343,19650940112706,20,0,20,0,0,0,0,0,20,0,0,0,3,2,2,4,7,2,2010,Los Angeles,California Virtual Academy @ Los Angeles,Simi Valley,93065-1659,CA,34.275868,-118.79798
344,19651360102459,12,12,0,0,0,0,0,12,0,0,0,0,1,1,1,1,1,7,2009,Los Angeles,Golden Valley High,Santa Clarita,91321-0500,CA,34.399593,-118.49154
345,19651361996263,391,181,210,0,0,0,0,140,67,184,0,0,13,18,87,101,95,77,2003,Los Angeles,Opportunities for Learning - Santa Clarita,Valencia,91355-3482,CA,34.438245,-118.56372
346,19651361996263,486,314,172,0,0,0,0,172,84,230,0,0,14,12,157,126,100,77,2002,Los Angeles,Opportunities for Learning - Santa Clarita,Valencia,91355-3482,CA,34.438245,-118.56372
347,19651361996263,22,0,22,0,0,0,0,0,22,0,0,0,1,1,7,9,1,3,2016,Los Angeles,Opportunities for Learning - Santa Clarita,Valencia,91355-3482,CA,34.438245,-118.56372
348,19651361996263,19,0,19,0,0,0,0,0,0,19,0,0,2,1,3,8,1,4,2012,Los Angeles,Opportunities for Learning - Santa Clarita,Valencia,91355-3482,CA,34.438245,-118.56372
349,19651361996263,269,163,106,0,0,0,0,164,0,83,22,0,10,11,62,71,50,65,2006,Los Angeles,Opportunities for Learning - Santa Clarita,Valencia,91355-3482,CA,34.438245,-118.56372
350,19651361996263,119,0,119,0,0,0,0,40,16,63,0,0,6,4,22,29,29,29,2004,Los Angeles,Opportunities for Learning - Santa Clarita,Valencia,91355-3482,CA,34.438245,-118.56372
351,19651361996263,210,77,133,0,0,0,0,161,0,49,0,0,5,7,97,55,34,12,2000,Los Angeles,Opportunities for Learning - Santa Clarita,Valencia,91355-3482,CA,34.438245,-118.56372
352,19651361996263,114,19,95,0,0,0,0,0,39,63,12,0,5,9,27,26,30,17,2001,Los Angeles,Opportunities for Learning - Santa Clarita,Valencia,91355-3482,CA,34.438245,-118.56372
353,19651361996263,34,34,0,0,0,0,0,34,0,0,0,0,3,3,7,8,7,6,2011,Los Angeles,Opportunities for Learning - Santa Clarita,Valencia,91355-3482,CA,34.438245,-118.56372
354,19651361996263,31,0,31,0,0,0,0,31,0,0,0,0,1,1,10,6,4,9,2005,Los Angeles,Opportunities for Learning - Santa Clarita,Valencia,91355-3482,CA,34.438245,-118.56372
355,19734371995703,79,79,0,0,0,0,0,0,79,0,0,0,1,1,18,17,23,19,1995,Los Angeles,Harriet Tubman High,Compton,90220,CA,33.919243,-118.23962
356,19734371996057,10,10,0,0,0,0,0,0,10,0,0,0,1,1,1,1,1,5,2000,Los Angeles,Thurgood Marshall,Compton,90221-3131,CA,33.89361,-118.18188
357,19734371996057,13,0,13,0,0,0,0,13,0,0,0,0,1,1,2,4,4,1,2005,Los Angeles,Thurgood Marshall,Compton,90221-3131,CA,33.89361,-118.18188
358,19734451933316,25,0,25,0,0,0,0,25,0,0,0,0,1,5,2,7,5,5,1995,Los Angeles,Puente Hills High,Hacienda Heights,91746-2829,CA,34.011337,-117.97188
359,19734451996271,436,90,346,0,0,0,0,293,90,53,0,0,7,5,159,145,75,45,2004,Los Angeles,Opportunities for Learning-Hacienda La Puente,La Canada,91011,CA,NaN,NaN
360,19734451996271,118,58,60,0,0,0,0,0,0,118,0,0,3,3,29,29,29,25,2003,Los Angeles,Opportunities for Learning-Hacienda La Puente,La Canada,91011,CA,NaN,NaN
361,19752911996016,62,62,0,0,0,0,0,62,0,0,0,0,2,1,14,20,15,10,2006,Los Angeles,Options for Youth San Gabriel,San Gabriel,91776-1125,CA,34.100225,-118.11048
362,19752911996016,39,39,0,0,0,0,0,39,0,0,0,0,1,2,7,10,12,7,2012,Los Angeles,Options for Youth San Gabriel,San Gabriel,91776-1125,CA,34.100225,-118.11048
363,19752911996016,117,0,117,0,0,0,0,64,0,53,0,0,2,4,48,20,22,21,2005,Los Angeles,Options for Youth San Gabriel,San Gabriel,91776-1125,CA,34.100225,-118.11048
364,19752911996016,41,41,0,0,0,0,0,41,0,0,0,0,2,2,5,9,12,11,2015,Los Angeles,Options for Youth San Gabriel,San Gabriel,91776-1125,CA,34.100225,-118.11048
365,19752911996016,290,127,163,0,0,0,0,160,0,130,0,0,6,13,90,86,50,45,2003,Los Angeles,Options for Youth San Gabriel,San Gabriel,91776-1125,CA,34.100225,-118.11048
366,19752911996016,41,41,0,0,0,0,0,41,0,0,0,0,1,2,9,11,9,9,2011,Los Angeles,Options for Youth San Gabriel,San Gabriel,91776-1125,CA,34.100225,-118.11048
367,19752911996016,79,0,79,0,0,0,0,79,0,0,0,0,1,1,20,24,20,13,2007,Los Angeles,Options for Youth San Gabriel,San Gabriel,91776-1125,CA,34.100225,-118.11048
368,19752911996016,54,0,54,0,0,0,0,54,0,0,0,0,1,1,16,20,9,7,2010,Los Angeles,Options for Youth San Gabriel,San Gabriel,91776-1125,CA,34.100225,-118.11048
369,19753090129742,39,21,18,0,0,0,0,7,0,32,0,0,3,6,6,6,7,11,2015,Los Angeles,Inspire Charter,Acton,93510-1416,CA,34.472692,-118.19658
370,20652432030112,51,24,27,0,0,0,0,0,0,51,0,0,2,3,9,12,13,12,1992,Madera,Furman (Duane E.) West (Alter. Ed.),Madera,93637,CA,NaN,NaN
371,20652432030112,203,108,95,0,0,0,0,162,0,41,0,0,8,8,17,26,57,87,1993,Madera,Furman (Duane E.) West (Alter. Ed.),Madera,93637,CA,NaN,NaN
372,20652432030112,161,88,73,0,0,0,0,131,0,30,0,0,5,8,17,21,43,67,1994,Madera,Furman (Duane E.) West (Alter. Ed.),Madera,93637,CA,NaN,NaN
373,20652432035640,44,0,44,0,0,0,0,44,0,0,0,0,1,1,2,3,12,25,1999,Madera,Furman (Duane E.) High (Independent Study Program),Madera,93637-6168,CA,36.938283,-120.04733
374,23102312330124,15,0,15,0,0,0,0,0,0,15,0,0,1,1,2,2,7,2,2006,Mendocino,West Hills Juvenile Hall Court,Ukiah,95482,CA,39.163323,-123.22678
375,24102492430056,41,0,41,0,0,0,0,28,0,13,0,0,4,7,3,7,11,9,1996,Merced,Merced County Juvenile Court,Merced,95340,CA,37.185893,-120.54333
376,24102492430056,94,0,94,0,0,0,0,0,0,94,0,0,1,2,19,17,27,28,1997,Merced,Merced County Juvenile Court,Merced,95340,CA,37.185893,-120.54333
377,24102492430148,166,0,166,0,0,0,0,134,0,32,0,0,2,2,6,10,29,117,2008,Merced,Valley Merced Community,Merced,95341-6407,CA,37.295387,-120.50722
378,24102492430148,56,0,56,0,0,0,0,56,0,0,0,0,1,2,1,4,8,40,2013,Merced,Valley Merced Community,Merced,95341-6407,CA,37.295387,-120.50722
379,24102492430148,145,0,145,0,0,0,0,100,0,45,0,0,3,6,12,38,49,37,1999,Merced,Valley Merced Community,Merced,95341-6407,CA,37.295387,-120.50722
380,24102492430148,158,66,92,0,0,0,0,158,0,0,0,0,3,6,6,13,47,83,2007,Merced,Valley Merced Community,Merced,95341-6407,CA,37.295387,-120.50722
381,24102492430148,57,0,57,0,0,0,0,57,0,0,0,0,2,1,5,9,21,19,2000,Merced,Valley Merced Community,Merced,95341-6407,CA,37.295387,-120.50722
382,24102492430148,39,39,0,0,0,0,0,39,0,0,0,0,1,5,2,2,11,18,2006,Merced,Valley Merced Community,Merced,95341-6407,CA,37.295387,-120.50722
383,24102492430148,115,0,115,0,0,0,0,115,0,0,0,0,1,1,4,5,18,86,2009,Merced,Valley Merced Community,Merced,95341-6407,CA,37.295387,-120.50722
384,27102722730117,82,0,82,0,0,0,0,82,0,0,0,0,3,3,16,20,18,22,2008,Monterey,Wellington M. Smith Jr.,Salinas,93906,CA,36.698967,-121.63542
385,27102722730117,104,0,104,0,0,0,0,104,0,0,0,0,1,4,18,33,32,16,2006,Monterey,Wellington M. Smith Jr.,Salinas,93906,CA,36.698967,-121.63542
386,27102722730117,92,0,92,0,0,0,0,92,0,0,0,0,3,4,18,23,20,24,2007,Monterey,Wellington M. Smith Jr.,Salinas,93906,CA,36.698967,-121.63542
387,27102722730232,10,10,0,0,0,0,0,10,0,0,0,0,1,1,1,1,3,3,2007,Monterey,Monterey County Home Charter,Salinas,93901-4401,CA,36.65424,-121.63786
388,27102722730265,54,0,54,0,0,0,0,54,0,0,0,0,2,1,15,21,8,7,2008,Monterey,Salinas Community,Salinas,93906-3102,CA,36.698967,-121.63542
389,27102722730265,15,0,15,0,0,0,0,0,0,0,0,15,2,1,2,1,5,4,2011,Monterey,Salinas Community,Salinas,93906-3102,CA,36.698967,-121.63542
390,27102722730265,49,0,49,0,0,0,0,49,0,0,0,0,1,4,12,14,10,8,2006,Monterey,Salinas Community,Salinas,93906-3102,CA,36.698967,-121.63542
391,27102722730265,51,0,51,0,0,0,0,51,0,0,0,0,1,1,6,13,12,18,2009,Monterey,Salinas Community,Salinas,93906-3102,CA,36.698967,-121.63542
392,28102802830073,13,0,13,0,0,0,0,13,0,0,0,0,1,1,1,5,3,2,2008,Napa,Napa County Juvenile Hall/Court,Napa,94559,CA,38.288376,-122.30016
393,28102802830099,14,0,14,0,0,0,0,14,0,0,0,0,1,1,1,4,3,4,2007,Napa,Napa County Community,Napa,94559-3625,CA,38.279743,-122.25421
394,29102980114306,9,9,0,0,0,0,0,0,0,9,0,0,1,1,1,1,1,4,2008,Nevada,Forest Charter,Nevada City,95959,CA,39.263735,-121.01828
395,30103063030426,989,218,771,0,0,0,0,642,57,226,0,64,32,50,238,131,267,271,2008,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
396,30103063030426,857,230,627,0,0,0,0,654,0,203,0,0,13,56,219,288,200,81,2000,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
397,30103063030426,383,173,210,0,0,0,0,194,0,189,0,0,19,31,76,139,95,23,1997,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
398,30103063030426,49,16,33,0,0,0,0,49,0,0,0,0,3,4,13,13,13,3,2003,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
399,30103063030426,42,42,0,0,0,0,0,18,0,24,0,0,3,7,9,14,7,2,2004,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
400,30103063030426,645,134,511,0,0,0,0,404,51,145,45,0,25,35,119,166,154,146,2006,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
401,30103063030426,433,142,291,0,0,0,0,375,0,58,0,0,21,43,172,105,71,21,1992,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
402,30103063030426,312,90,222,0,0,0,0,248,0,64,0,0,18,35,103,76,64,16,1991,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
403,30103063030426,784,203,581,0,0,0,0,510,18,173,83,0,34,35,184,167,207,157,2007,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
404,30103063030426,901,358,543,0,0,0,0,618,0,283,0,0,36,61,281,307,136,80,1995,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
405,30103063030426,954,369,585,0,39,0,0,602,25,288,0,0,33,68,251,275,239,88,1998,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
406,30103063030426,635,80,555,0,0,0,0,425,0,210,0,0,20,49,235,184,114,33,1994,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
407,30103063030426,598,208,390,0,0,0,0,473,0,125,0,0,25,57,259,164,73,20,1993,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
408,30103063030426,596,87,509,0,0,0,0,498,0,98,0,0,9,18,168,95,136,170,2009,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
409,30103063030426,774,205,569,0,0,0,0,597,11,166,0,0,19,36,295,228,147,49,1996,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
410,30103063030426,376,0,376,0,0,0,0,340,0,0,0,36,3,5,34,55,73,206,2011,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
411,30103063030426,1134,423,711,0,0,0,0,734,0,400,0,0,25,79,338,356,248,88,1999,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
412,30103063030426,51,0,51,0,0,0,0,51,0,0,0,0,2,2,6,7,15,19,2010,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
413,30103063030426,96,0,96,0,0,0,0,96,0,0,0,0,2,1,14,25,32,22,2001,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
414,30103063030426,31,0,31,0,0,0,0,31,0,0,0,0,1,2,8,7,9,4,2002,Orange,ACCESS Juvenile Hall,Costa Mesa,92626,CA,33.672989,-117.88108
415,30103063030632,36,19,17,0,0,0,0,0,0,36,0,0,6,7,6,5,8,4,2008,Orange,OCCS:CHEP/PCHS,Tustin,92780-7017,CA,33.720042,-117.80389
416,30103063030632,33,0,33,0,0,0,0,0,0,33,0,0,4,17,1,4,3,4,2011,Orange,OCCS:CHEP/PCHS,Tustin,92780-7017,CA,33.720042,-117.80389
417,30103063030764,1096,402,694,0,0,0,0,790,47,259,0,0,18,41,171,162,326,378,2008,Orange,ACCESS County Community,Costa Mesa,92628-9050,CA,33.672234,-117.8806
418,30103063030764,408,303,105,0,0,0,0,303,0,105,0,0,3,5,35,44,121,200,2012,Orange,ACCESS County Community,Costa Mesa,92628-9050,CA,33.672234,-117.8806
419,30103063030764,936,460,476,0,0,0,0,795,0,108,33,0,16,24,91,180,329,296,2006,Orange,ACCESS County Community,Costa Mesa,92628-9050,CA,33.672234,-117.8806
420,30103063030764,792,90,702,0,0,0,0,508,61,223,0,0,7,23,90,107,261,304,2009,Orange,ACCESS County Community,Costa Mesa,92628-9050,CA,33.672234,-117.8806
421,30103063030764,680,230,450,0,0,0,0,410,0,263,7,0,12,37,132,201,187,111,2002,Orange,ACCESS County Community,Costa Mesa,92628-9050,CA,33.672234,-117.8806
422,30103063030764,1189,466,723,0,0,0,0,815,0,316,58,0,24,52,209,226,405,273,2007,Orange,ACCESS County Community,Costa Mesa,92628-9050,CA,33.672234,-117.8806
423,30103063030764,512,125,387,0,0,0,0,375,0,137,0,0,9,27,83,137,158,98,2004,Orange,ACCESS County Community,Costa Mesa,92628-9050,CA,33.672234,-117.8806
424,30103063030764,837,325,512,0,0,0,0,522,9,306,0,0,21,50,190,271,213,92,2001,Orange,ACCESS County Community,Costa Mesa,92628-9050,CA,33.672234,-117.8806
425,30103063030764,826,298,528,0,0,0,0,515,0,311,0,0,25,47,131,241,241,141,2003,Orange,ACCESS County Community,Costa Mesa,92628-9050,CA,33.672234,-117.8806
426,30103063030764,789,310,479,0,0,0,0,789,0,0,0,0,4,12,80,123,237,333,2011,Orange,ACCESS County Community,Costa Mesa,92628-9050,CA,33.672234,-117.8806
427,30103063030764,945,314,631,0,0,0,0,826,0,119,0,0,5,10,122,134,272,402,2010,Orange,ACCESS County Community,Costa Mesa,92628-9050,CA,33.672234,-117.8806
428,30103063030764,411,0,411,0,0,0,0,304,0,107,0,0,5,5,29,83,157,132,2005,Orange,ACCESS County Community,Costa Mesa,92628-9050,CA,33.672234,-117.8806
429,30103063030764,222,0,222,0,0,0,0,222,0,0,0,0,1,3,7,32,70,109,2016,Orange,ACCESS County Community,Costa Mesa,92628-9050,CA,33.672234,-117.8806
430,30103063030764,149,149,0,0,0,0,0,149,0,0,0,0,2,1,15,20,49,62,2014,Orange,ACCESS County Community,Costa Mesa,92628-9050,CA,33.672234,-117.8806
431,30664310105841,9,0,9,0,0,0,0,9,0,0,0,0,2,2,1,1,1,2,2006,Orange,Community Day/Alternative Education/Special Education,Anaheim,92804,CA,NaN,NaN
432,30664313030384,68,19,49,0,0,0,0,36,0,32,0,0,11,5,30,13,5,4,1996,Orange,Cambridge Virtual Academy at Polaris,Anaheim,92804-5516,CA,33.817891,-117.94675
433,30664313030384,25,25,0,0,0,0,0,25,0,0,0,0,1,1,1,2,5,15,2014,Orange,Cambridge Virtual Academy at Polaris,Anaheim,92804-5516,CA,33.817891,-117.94675
434,30664313030384,34,34,0,0,0,0,0,34,0,0,0,0,2,1,14,5,7,5,1991,Orange,Cambridge Virtual Academy at Polaris,Anaheim,92804-5516,CA,33.817891,-117.94675
435,30664313030384,37,0,37,0,0,0,0,0,0,37,0,0,4,1,11,6,8,7,1993,Orange,Cambridge Virtual Academy at Polaris,Anaheim,92804-5516,CA,33.817891,-117.94675
436,30664313033057,10,0,10,0,0,0,0,10,0,0,0,0,1,1,2,2,2,2,2009,Orange,Katella High,Anaheim,92806-4999,CA,33.825391,-117.88549
437,30664640106765,23,0,23,0,0,0,0,9,0,14,0,0,2,2,2,4,7,6,2013,Orange,California Connections Academy Southern California,San Juan Capistrano,92675-4842,CA,33.476809,-117.67191
438,30664640106765,27,15,12,0,0,0,0,12,0,15,0,0,3,2,5,7,5,5,2011,Orange,California Connections Academy Southern California,San Juan Capistrano,92675-4842,CA,33.476809,-117.67191
439,30664640106765,56,20,36,0,0,0,0,20,0,29,0,7,6,4,14,16,9,7,2012,Orange,California Connections Academy Southern California,San Juan Capistrano,92675-4842,CA,33.476809,-117.67191
440,30664640106765,15,0,15,0,0,0,0,0,0,15,0,0,3,1,1,1,4,5,2016,Orange,California Connections Academy Southern California,San Juan Capistrano,92675-4842,CA,33.476809,-117.67191
441,30664640106765,18,0,18,0,0,0,0,18,0,0,0,0,1,1,1,3,4,8,2015,Orange,California Connections Academy Southern California,San Juan Capistrano,92675-4842,CA,33.476809,-117.67191
442,30665973031697,14,14,0,0,0,0,0,0,0,14,0,0,1,5,1,3,3,1,1992,Orange,Corona del Mar High,Newport Beach,92660-4530,CA,33.635472,-117.87623
443,30665973031853,20,20,0,0,0,0,0,20,0,0,0,0,4,3,5,4,3,1,1993,Orange,Costa Mesa High,Costa Mesa,92626-5537,CA,33.670975,-117.90764
444,30665973031853,34,0,34,0,0,0,0,20,0,14,0,0,7,4,4,6,10,3,1991,Orange,Costa Mesa High,Costa Mesa,92626-5537,CA,33.670975,-117.90764
445,30665973031853,10,0,10,0,0,0,0,10,0,0,0,0,1,2,1,3,2,1,1994,Orange,Costa Mesa High,Costa Mesa,92626-5537,CA,33.670975,-117.90764
446,30666703030319,58,58,0,0,0,0,0,58,0,0,0,0,2,1,18,17,13,7,1993,Orange,Teen Parent Program (Alter),Santa Ana,92704,CA,NaN,NaN
447,31103143130101,30,0,30,0,0,0,0,0,0,30,0,0,1,1,1,2,6,19,2007,Placer,Placer County Court Schools,Auburn,95603-3720,CA,38.906665,-121.08235
448,31103143130101,12,12,0,0,0,0,0,0,0,12,0,0,1,2,2,2,2,3,2006,Placer,Placer County Court Schools,Auburn,95603-3720,CA,38.906665,-121.08235
449,31103143130101,19,0,19,0,0,0,0,19,0,0,0,0,1,1,3,6,6,2,2008,Placer,Placer County Court Schools,Auburn,95603-3720,CA,38.906665,-121.08235
450,31669510122507,26,7,19,0,0,0,0,7,0,19,0,0,3,5,5,5,6,2,2012,Placer,Partnerships for Student-Centered Learning,Lincoln,95648-1757,CA,38.897444,-121.3355
451,31669510122507,18,0,18,0,0,0,0,0,0,18,0,0,2,3,4,2,4,3,2010,Placer,Partnerships for Student-Centered Learning,Lincoln,95648-1757,CA,38.897444,-121.3355
452,31669510122507,17,17,0,0,0,0,0,0,0,17,0,0,3,2,2,5,4,1,2011,Placer,Partnerships for Student-Centered Learning,Lincoln,95648-1757,CA,38.897444,-121.3355
453,31669510122507,12,0,12,0,0,0,0,0,0,12,0,0,3,1,1,2,4,1,2013,Placer,Partnerships for Student-Centered Learning,Lincoln,95648-1757,CA,38.897444,-121.3355
454,31669513130168,214,104,110,0,0,0,0,0,0,201,13,0,31,40,45,34,39,25,2003,Placer,Horizon Charter,Lincoln,95648-1757,CA,38.897444,-121.3355
455,31669513130168,40,17,23,0,0,0,0,0,0,40,0,0,2,2,6,11,11,8,2010,Placer,Horizon Charter,Lincoln,95648-1757,CA,38.897444,-121.3355
456,31669513130168,9,9,0,0,0,0,0,0,0,9,0,0,1,1,2,1,2,2,2014,Placer,Horizon Charter,Lincoln,95648-1757,CA,38.897444,-121.3355
457,31669513130168,271,134,137,0,0,0,0,53,0,218,0,0,31,38,35,48,60,59,2001,Placer,Horizon Charter,Lincoln,95648-1757,CA,38.897444,-121.3355
